0,10000,10001,TERMINADO,98,99,10000
1,5000,5001,TERMINADO,46,47,5000
2,7000,7001,TERMINADO,63,64,7000
3,3000,3001,TERMINADO,43,44,3000
4,3000,3001,TERMINADO,38,39,3000
5,8000,8001,TERMINADO,78,79,8000
6,2000,2001,TERMINADO,24,25,2000
7,5000,5001,TERMINADO,60,61,5000
8,4000,4001,TERMINADO,29,30,4000
9,10000,10001,TERMINADO,85,86,10000
